time,frac_pred,temp_pred
0,0.0,30.318842
20,0.0019782484,33.045307
40,0.026300699,35.566093
60,0.052893475,37.893036
80,0.08152917,40.040657
100,0.11195055,42.025166
120,0.14388068,43.86348
140,0.17703635,45.572598
160,0.21114063,47.169075
180,0.24593508,48.66858
200,0.28119013,50.085747
220,0.31671527,51.433994
240,0.3523641,52.725536
260,0.38803497,53.97138
280,0.42366898,55.1814
300,0.4592402,56.364403
320,0.49474555,57.528202
340,0.53018665,58.67966
360,0.5655536,59.82474
380,0.6008072,60.96853
400,0.63586366,62.1152
420,0.6705838,63.268047
440,0.7047689,64.42942
460,0.7381645,65.60077
480,0.7704725,66.78259
500,0.8013697,67.97439
520,0.83053285,69.17474
540,0.8576631,70.38125
560,0.88251036,71.59061
580,0.90489405,72.79859
600,0.9247138,74.000175
620,0.94195455,75.189644
640,0.9566832,76.36088
660,0.9690376,77.50744
680,0.97921234,78.62299
700,0.98743945,79.70157
720,0.99397224,80.73779
740,0.99906725,81.72722
760,1.0,82.66625
780,1.0,83.55254
800,1.0,84.38467
820,1.0,85.16234
840,1.0,85.88605
860,1.0,86.55707
880,1.0,87.177246
900,1.0,87.7489
920,1.0,88.27459
940,1.0,88.75707
960,1.0,89.19922
980,1.0,89.60382
1000,1.0,89.973694
1020,1.0,90.31146
1040,1.0,90.61968
1060,1.0,90.90075
1080,1.0,91.15686
1100,1.0,91.39009
1120,1.0,91.60234
1140,1.0,91.79535
1160,1.0,91.97073
1180,1.0,92.12995
1200,1.0,92.274345
1220,1.0,92.40515
1240,1.0,92.52348
1260,1.0,92.63035
1280,1.0,92.72667
1300,1.0,92.81335
1320,1.0,92.89111
1340,1.0,92.96068
1360,1.0,93.0227
1380,1.0,93.07775
1400,1.0,93.1264
1420,1.0,93.16916
1440,1.0,93.206436
1460,1.0,93.238686
1480,1.0,93.266266
